store_name,store_id,customer_id,unit_sales,Order Status,Destination_Location
Store 7,7,1150,4,PENDING_PAYMENT,"Pinapad Tenali, Guntur, Andhra Pradesh"
Store 7,7,8782,3,PENDING,"Shive, Pune, Maharashtra"
Store 7,7,3480,2,PENDING_PAYMENT,"Chandanhoola, South West Delhi, Delhi"
Store 7,7,8154,3,CLOSED,"Shive, Pune, Maharashtra"
Store 7,7,9594,3,COMPLETE,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY"
Store 7,7,5389,2,PENDING_PAYMENT,"ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA"
Store 7,7,5648,3,COMPLETE,"Umarkui, Dadra & Nagar Haveli, Dadra & Nagar Haveli"
Store 7,7,7801,3,COMPLETE,"Nandigram, East Midnapore, West Bengal"
Store 7,7,2890,4,COMPLETE,"Naghori, Alwar, Rajasthan"
Store 7,7,1023,3,PENDING,"Kengeri, Bangalore Rural, Karnataka"
Store 7,7,7300,4,PENDING,"Khorajnanoda, Ahmedabad, Gujarat"
Store 7,7,1150,2,COMPLETE,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 7,7,1150,4,PENDING,"Shive, Pune, Maharashtra"
Store 7,7,1091,4,CLOSED,"Pondur, Kanchipuram, Tamil Nadu"
Store 7,7,5009,4,PROCESSING,"Guruvoyal, Tiruvallur, Tamil Nadu"
Store 7,7,1091,4,COMPLETE,"Nangloi - III, West Delhi, Delhi"
Store 7,7,1414,3,COMPLETE,"Industrial Area Faridabad, Faridabad, Haryana"
Store 7,7,377,4,PENDING_PAYMENT,"Singaperumalkoil, Kanchipuram, Tamil Nadu"
Store 7,7,5380,3,ON_HOLD,"Salem, Tamil Nadu, India"
Store 7,7,3632,5,PENDING,"N.S.I.T. Dwarka, South West Delhi, Delhi"
Store 7,7,1150,3,PENDING_PAYMENT,"Redhills, Chennai, Tamil Nadu, India"
Store 7,7,377,4,PENDING_PAYMENT,"Kahira, Bulandshahr, Uttar Pradesh"
Store 7,7,2411,2,PENDING_PAYMENT,"Dumerjore, Sundergarh, Odisha"
Store 7,7,7175,3,ON_HOLD,"Rayapudupakkam, Villupuram, Tamil Nadu"
Store 7,7,2411,2,CANCELED,"Mathura Road Faridabad, Faridabad, Haryana"
Store 7,7,7300,4,CLOSED,"Navapura, Ahmedabad, Gujarat"
Store 7,7,3480,4,COMPLETE,"Singaperumalkoil, Kanchipuram, Tamil Nadu"
Store 7,7,2218,5,COMPLETE,"Cooch Behar New Town, Cooch Behar, West Bengal"
Store 7,7,1599,3,ON_HOLD,"Jamalpur, Gurgaon, Haryana"
Store 7,7,8782,3,CLOSED,"Nizamabad, Telangana, India"
Store 7,7,7801,3,PENDING_PAYMENT,"Lawrence Road, Amritsar, Punjab"
Store 7,7,3480,4,ON_HOLD,"Lakdaram, Medak, Telangana"
Store 7,7,7175,4,COMPLETE,"Dhuraita, Giridih, Jharkhand"
Store 7,7,5389,2,PENDING,"MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT"
Store 7,7,4450,3,PENDING_PAYMENT,"HEC Expert Hostel, Ranchi, Jharkhand"
Store 7,7,5389,4,PENDING_PAYMENT,"Jamalpur, Gurgaon, Haryana"
Store 7,7,5493,2,COMPLETE,"Sivan Chetty Gardens, Bangalore, Karnataka"
Store 7,7,8154,3,COMPLETE,"Lakdaram, Medak, Telangana"
Store 7,7,9507,4,PENDING,"Khorajnanoda, Ahmedabad, Gujarat"
Store 7,7,4842,4,SUSPECTED_FRAUD,"Someswaralayam, West Godavari, Andhra Pradesh"
Store 7,7,8154,3,COMPLETE,"Kataganj, Nadia, West Bengal"
Store 7,7,7300,5,PENDING,"HEROMOTOCORP LTD,ALWAR,RAJASTHAN"
Store 7,7,4450,3,COMPLETE,"Topgonda, Medak, Telangana"
Store 7,7,1414,3,PENDING_PAYMENT,"Mukundapur, Kolkata, West Bengal"
Store 7,7,5380,3,COMPLETE,"Ishmail Pur, Bulandshahr, Uttar Pradesh"
Store 7,7,1023,3,COMPLETE,"Jharkhand, India"
Store 7,7,5493,2,COMPLETE,"Kataganj, Nadia, West Bengal"
Store 7,7,3632,4,PENDING,"MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT"
Store 7,7,5648,4,CLOSED,"Onnalvadi, Krishnagiri, Tamil Nadu"
Store 7,7,1414,3,COMPLETE,"Apsp Colony, Guntur, Andhra Pradesh"
Store 7,7,5648,3,COMPLETE,"Pondur, Kanchipuram, Tamil Nadu"
Store 7,7,8154,5,PENDING_PAYMENT,"Zuarinagar, South Goa, Goa"
Store 7,7,3480,3,CLOSED,"HEC Expert Hostel, Ranchi, Jharkhand"
Store 7,7,1599,3,COMPLETE,"Rayapudupakkam, Villupuram, Tamil Nadu"
Store 7,7,1091,3,PENDING,"Palam Airport, South West Delhi, Delhi"
Store 7,7,3632,4,PENDING_PAYMENT,"Palam Airport, South West Delhi, Delhi"
Store 7,7,7841,5,COMPLETE,"Dadri, Gautam Buddha Nagar, Uttar Pradesh"
Store 7,7,7300,2,PROCESSING,"Adugodi, Bangalore, Karnataka"
Store 7,7,7300,5,COMPLETE,"Pilol, Vadodara, Gujarat"
Store 7,7,7175,2,PENDING_PAYMENT,"Dumerjore, Sundergarh, Odisha"
Store 7,7,8782,3,PROCESSING,"Panvel City, Raigarh, Maharashtra"
Store 7,7,7175,2,PROCESSING,"Gholkunda, Bankura, West Bengal"
Store 7,7,4842,2,PENDING_PAYMENT,"MOTHERSON SUMI SYSTEM LTD,AHMEDABAD,GUJARAT"
Store 7,7,4450,3,PROCESSING,"Shalboni, West Bengal, India"
Store 7,7,1150,4,PROCESSING,"Indrapur, Kamrup, Assam"
Store 7,7,1023,3,PENDING,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 7,7,7474,3,CANCELED,"Pragati Maidan Camp, Central Delhi, Delhi"
Store 7,7,3632,3,PENDING_PAYMENT,"Tiruchirappalli, Tiruchirappalli, Tamil Nadu"
Store 7,7,1599,2,COMPLETE,"Satpahari, Dumka, Jharkhand"
Store 7,7,377,4,PENDING_PAYMENT,"Haridaspur, Jajapur, Odisha"
Store 7,7,7175,2,COMPLETE,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 7,7,4450,3,COMPLETE,"Palam Airport, South West Delhi, Delhi"
Store 7,7,5648,2,PROCESSING,"Singaperumalkoil, Kanchipuram, Tamil Nadu"
Store 7,7,10210,4,CLOSED,"Thumkunta, Hyderabad, Telangana"
Store 7,7,1599,3,PENDING,"Rashbehari Market, North Dinajpur, West Bengal"
Store 7,7,5380,2,PENDING_PAYMENT,"TVSLSL HUB (CHAKAN),PUNE,MAHARASHTRA"
Store 7,7,4450,4,PROCESSING,"Dumerjore, Sundergarh, Odisha"
Store 7,7,9594,4,PROCESSING,"Anekal, Bangalore, Karnataka"
Store 7,7,9594,2,COMPLETE,"Nadia, West Bengal, India"
Store 7,7,3480,4,CLOSED,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 7,7,7175,3,PENDING,"Sivan Chetty Gardens, Bangalore, Karnataka"
Store 7,7,10210,3,COMPLETE,"Singaperumalkoil, Kanchipuram, Tamil Nadu"
Store 7,7,7801,2,PROCESSING,"Haridaspur, Jajapur, Odisha"
Store 7,7,7300,5,PENDING,"Jamalpur, Gurgaon, Haryana"
Store 7,7,3632,4,COMPLETE,"Kuldanga, Howrah, West Bengal"
Store 7,7,7801,3,PENDING,"Khorajnanoda, Ahmedabad, Gujarat"
Store 7,7,7300,3,PROCESSING,"Shive, Pune, Maharashtra"
Store 7,7,2404,3,PENDING,"Bangalore International Airport, Bangalore, Karnataka"
Store 7,7,377,4,COMPLETE,"Apsp Colony, Guntur, Andhra Pradesh"
Store 7,7,1414,3,COMPLETE,"Shive, Pune, Maharashtra"
Store 7,7,2411,2,PENDING,"HEC Expert Hostel, Ranchi, Jharkhand"
Store 7,7,5009,3,COMPLETE,"Singaperumalkoil, Kanchipuram, Tamil Nadu"
Store 7,7,377,2,CLOSED,"Hatthuba, North 24 Parganas, West Bengal"
Store 7,7,1414,3,CLOSED,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 7,7,3632,4,COMPLETE,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA"
Store 7,7,2411,3,COMPLETE,"Perumanur, Ernakulam, Kerala"
Store 7,7,377,3,CLOSED,"Bangalore International Airport, Bangalore, Karnataka"
Store 7,7,8782,3,PROCESSING,"Mylasandra, Bengaluru, Karnataka, India"
Store 7,7,4450,3,PROCESSING,"Anekal, Bangalore, Karnataka"
Store 7,7,5389,2,CLOSED,"Kandi Bus Stand, Murshidabad, West Bengal"
Store 7,7,1023,3,PROCESSING,"Bangalore International Airport, Bangalore, Karnataka"
Store 15,15,4630,2,PENDING_PAYMENT,"Shive, Pune, Maharashtra"
Store 15,15,2031,3,COMPLETE,"HEC Expert Hostel, Ranchi, Jharkhand"
Store 15,15,5612,4,CLOSED,"Pondur, Kanchipuram, Tamil Nadu"
Store 15,15,6266,3,ON_HOLD,"Kataganj, Nadia, West Bengal"
Store 15,15,2698,3,PENDING,"Kataganj, Nadia, West Bengal"
Store 15,15,10082,3,PENDING,"Ultapani, Kokrajhar, Assam"
Store 15,15,3415,3,CLOSED,"Palam Airport, South West Delhi, Delhi"
Store 15,15,5032,2,ON_HOLD,"Kapodra, Bharuch, Gujarat"
Store 15,15,1313,3,CLOSED,"Sarar, Vadodara, Gujarat"
Store 15,15,10082,3,CLOSED,"Khorajnanoda, Ahmedabad, Gujarat"
Store 15,15,9736,2,PENDING,"Pondur, Kanchipuram, Tamil Nadu"
Store 15,15,3619,2,PENDING_PAYMENT,"Sanpla Khatri, Saharanpur, Uttar Pradesh"
Store 15,15,4481,3,ON_HOLD,"Jondhi, Jhajjar, Haryana"
Store 15,15,4682,5,PROCESSING,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 15,15,3254,3,PENDING_PAYMENT,"Sivan Chetty Gardens, Bangalore, Karnataka"
Store 15,15,8562,3,CLOSED,"Bahraich City, Bahraich, Uttar Pradesh"
Store 15,15,1485,3,CLOSED,"Onnalvadi, Krishnagiri, Tamil Nadu"
Store 15,15,5032,3,PENDING,"Khorajnanoda, Ahmedabad, Gujarat"
Store 15,15,3415,3,CANCELED,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA"
Store 15,15,5032,2,PENDING,"Mohulbona, Pakur, Jharkhand"
Store 15,15,2031,2,COMPLETE,"Mookandapalli, Krishnagiri, Tamil Nadu"
Store 15,15,4682,4,COMPLETE,"Plassaikalan, Solan, Himachal Pradesh"
Store 15,15,3415,3,PENDING,"Jamalpur, Gurgaon, Haryana"
Store 15,15,10082,4,COMPLETE,"Bangalore International Airport, Bangalore, Karnataka"
Store 15,15,5032,3,PENDING_PAYMENT,"Thaiyur, Kanchipuram, Tamil Nadu"
Store 15,15,4322,2,COMPLETE,"Onnalvadi, Krishnagiri, Tamil Nadu"
Store 15,15,3254,2,PENDING,"Rayapudupakkam, Villupuram, Tamil Nadu"
Store 15,15,5612,3,CLOSED,"Rayapudupakkam, Villupuram, Tamil Nadu"
Store 15,15,3254,3,COMPLETE,"Shive, Pune, Maharashtra"
Store 15,15,9736,3,PENDING_PAYMENT,"Dumerjore, Sundergarh, Odisha"
Store 15,15,3619,2,PENDING_PAYMENT,"Uran, Raigarh, Maharashtra"
Store 15,15,4481,5,COMPLETE,"Lakdaram, Medak, Telangana"
Store 15,15,2698,4,PENDING_PAYMENT,"Vihar Road, Mumbai, Maharashtra"
Store 15,15,7229,3,COMPLETE,"Topgonda, Medak, Telangana"
Store 15,15,4630,2,PENDING_PAYMENT,"Sanpla Khatri, Saharanpur, Uttar Pradesh"
Store 15,15,7229,2,COMPLETE,"Pipra Pakari, West Champaran, Bihar"
Store 15,15,4322,3,CLOSED,"Navapura, Ahmedabad, Gujarat"
Store 15,15,5612,4,PENDING,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY"
Store 15,15,6266,3,PENDING,"Dhatir, Faridabad, Haryana"
Store 15,15,1635,3,CLOSED,"Anekal, Bangalore, Karnataka"
Store 15,15,10082,3,PROCESSING,"Vihar Road, Mumbai, Maharashtra"
Store 15,15,4682,4,COMPLETE,"Gopanapalli, Krishnagiri, Tamil Nadu"
Store 15,15,4630,5,COMPLETE,"Itekala, Kurnool, Andhra Pradesh"
Store 15,15,10215,3,COMPLETE,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY"
Store 15,15,7103,3,COMPLETE,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 15,15,4682,2,COMPLETE,"Vadamadurai, Tamil Nadu, India"
Store 15,15,7103,4,PROCESSING,"Pondur, Kanchipuram, Tamil Nadu"
Store 15,15,2031,2,PENDING,"Anekal, Bangalore, Karnataka"
Store 15,15,4630,2,CANCELED,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 15,15,1842,2,CLOSED,"Palam Airport, South West Delhi, Delhi"
Store 15,15,5032,2,CLOSED,"Anekal, Bangalore, Karnataka"
Store 15,15,2698,4,CLOSED,"Rayapudupakkam, Villupuram, Tamil Nadu"
Store 15,15,2698,3,CLOSED,"Guruvoyal, Tiruvallur, Tamil Nadu"
Store 15,15,4481,3,CLOSED,"Thaiyur, Kanchipuram, Tamil Nadu"
Store 15,15,5906,3,PROCESSING,"Mathura Road Faridabad, Faridabad, Haryana"
Store 15,15,10082,4,PENDING,"Perundurai, Tamil Nadu, India"
Store 15,15,325,3,PROCESSING,"Parandur, Kanchipuram, Tamil Nadu"
Store 15,15,4630,4,CLOSED,"Khorajnanoda, Ahmedabad, Gujarat"
Store 15,15,5612,3,PENDING_PAYMENT,"Zuarinagar, South Goa, Goa"
Store 15,15,2031,4,SUSPECTED_FRAUD,"Mathura Road Faridabad, Faridabad, Haryana"
Store 15,15,5906,2,PROCESSING,"Rayapudupakkam, Villupuram, Tamil Nadu"
Store 15,15,4322,2,PENDING_PAYMENT,"Sirohi, Jaipur, Rajasthan"
Store 15,15,6266,4,PROCESSING,"Solgam, Ahmedabad, Gujarat"
Store 15,15,1635,4,COMPLETE,"Khorajnanoda, Ahmedabad, Gujarat"
Store 15,15,1842,3,COMPLETE,"Thaiyur, Kanchipuram, Tamil Nadu"
Store 15,15,2698,3,CLOSED,"Peenya Dasarahalli, Bangalore, Karnataka"
Store 15,15,4682,4,PENDING_PAYMENT,"Bangalore International Airport, Bangalore, Karnataka"
Store 15,15,1646,3,PENDING_PAYMENT,"Perumanur, Ernakulam, Kerala"
Store 15,15,1313,4,PROCESSING,"Indir Mewat, Gurgaon, Haryana"
Store 15,15,1635,2,PENDING,"Kataganj, Nadia, West Bengal"
Store 15,15,3415,2,PENDING_PAYMENT,"Nizamabad, Telangana, India"
Store 15,15,8562,3,PROCESSING,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY"
Store 15,15,7229,4,CLOSED,"Pondicherry, Pondicherry, Pondicherry"
Store 15,15,4682,5,PENDING,"Purusottampur, Bankura, West Bengal"
Store 15,15,1313,4,PROCESSING,"Mathura Road Faridabad, Faridabad, Haryana"
Store 15,15,1485,3,COMPLETE,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 15,15,1313,3,COMPLETE,"Singaperumalkoil, Kanchipuram, Tamil Nadu"
Store 15,15,4322,5,PROCESSING,"Badadumuria, Kendujhar, Odisha"
Store 15,15,4848,3,COMPLETE,"Guruvoyal, Tiruvallur, Tamil Nadu"
Store 15,15,1485,4,PENDING_PAYMENT,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 15,15,3254,4,PENDING_PAYMENT,"Pondur, Kanchipuram, Tamil Nadu"
Store 15,15,5906,4,COMPLETE,"SRI DEVI POWDER COATING INDUSTRIES,CHENNAI,TAMIL NADU"
Store 15,15,7774,3,COMPLETE,"Khandwa, Dhar, Madhya Pradesh"
Store 15,15,5929,3,ON_HOLD,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY"
Store 15,15,6266,3,COMPLETE,"Kandraur, Bilaspur (Hp), Himachal Pradesh"
Store 15,15,7774,3,COMPLETE,"Jondhi, Jhajjar, Haryana"
Store 15,15,2031,3,CLOSED,"Muktyala, Krishna, Andhra Pradesh"
Store 15,15,4322,2,PENDING_PAYMENT,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 15,15,2031,4,PENDING_PAYMENT,"C.B.I.T, Rangareddy, Telangana"
Store 15,15,2698,2,COMPLETE,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU"
Store 15,15,5032,4,PENDING,"Kahira, Bulandshahr, Uttar Pradesh"
Store 15,15,5612,4,PENDING,"Jamalpur, Gurgaon, Haryana"
Store 15,15,4481,4,PENDING_PAYMENT,"Khorajnanoda, Ahmedabad, Gujarat"
Store 15,15,5906,4,COMPLETE,"Haridaspur, Jajapur, Odisha"
Store 15,15,325,3,PENDING_PAYMENT,"Neigrihms, East Khasi Hills, Meghalaya"
Store 15,15,9736,4,COMPLETE,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA"
Store 15,15,5612,4,PENDING,"Pondur, Kanchipuram, Tamil Nadu"
Store 15,15,1635,3,CLOSED,"Khorajnanoda, Ahmedabad, Gujarat"
Store 15,15,7103,3,PENDING,"Shive, Pune, Maharashtra"
Store 15,15,2031,3,COMPLETE,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 15,15,5906,2,PENDING_PAYMENT,"N.S.I.T. Dwarka, South West Delhi, Delhi"
Store 15,15,4481,3,COMPLETE,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY"
Store 15,15,6266,3,COMPLETE,"Pondur, Kanchipuram, Tamil Nadu"
Store 15,15,10168,4,COMPLETE,"Bangalore International Airport, Bangalore, Karnataka"
Store 15,15,3415,3,CANCELED,"Sewri, Mumbai, Maharashtra"
Store 15,15,4481,3,ON_HOLD,"Rayapudupakkam, Villupuram, Tamil Nadu"
Store 15,15,4682,4,COMPLETE,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 15,15,6266,4,PENDING,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA"
Store 15,15,4630,2,COMPLETE,"Khorajnanoda, Ahmedabad, Gujarat"
Store 23,23,8577,3,COMPLETE,"Shalboni, West Bengal, India"
Store 23,23,354,4,CLOSED,"TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU"
Store 23,23,4609,4,PENDING_PAYMENT,"Matar, Sirmaur, Himachal Pradesh"
Store 23,23,5019,4,PROCESSING,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 23,23,8577,4,PROCESSING,"Pondur, Kanchipuram, Tamil Nadu"
Store 23,23,8687,2,CLOSED,"R G I Airport, Hyderabad, Telangana"
Store 23,23,8577,4,CLOSED,"Jamalpur, Gurgaon, Haryana"
Store 23,23,354,4,PROCESSING,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA"
Store 23,23,463,2,ON_HOLD,"Adugodi, Bangalore, Karnataka"
Store 23,23,463,4,COMPLETE,"Satpahari, Dumka, Jharkhand"
Store 23,23,400,3,PENDING_PAYMENT,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY"
Store 23,23,8687,3,PENDING_PAYMENT,"Bangalore International Airport, Bangalore, Karnataka"
Store 23,23,4351,4,PENDING_PAYMENT,"Pragati Maidan Camp, Central Delhi, Delhi"
Store 23,23,8687,3,COMPLETE,"Rourkela - 11, Sundergarh, Odisha"
Store 23,23,463,4,PENDING_PAYMENT,"Jondhi, Jhajjar, Haryana"
Store 23,23,2011,3,PROCESSING,"Peerzadiguda, Hyderabad, Telangana"
Store 23,23,5019,4,PENDING,"Lakdaram, Medak, Telangana"
Store 23,23,4351,3,CLOSED,"Nadia, West Bengal, India"
Store 23,23,400,2,PENDING,"Nizamabad, Telangana, India"
Store 23,23,8687,2,PENDING_PAYMENT,"Haridaspur, Jajapur, Odisha"
Store 23,23,8577,3,COMPLETE,"Zanu, Ahmedabad, Gujarat"
Store 23,23,8577,2,PROCESSING,"Kalamboli Node, Raigarh, Maharashtra"
Store 23,23,554,2,PENDING_PAYMENT,"Jamalpur, Gurgaon, Haryana"
Store 23,23,4609,2,ON_HOLD,"Kamarajnagar, Tiruvallur, Tamil Nadu"
Store 23,23,8687,2,COMPLETE,"Patil., Gurgaon, Haryana"
Store 23,23,400,2,ON_HOLD,"Khorajnanoda, Ahmedabad, Gujarat"
Store 23,23,4351,5,PENDING_PAYMENT,"Shive, Pune, Maharashtra"
Store 23,23,1977,3,SUSPECTED_FRAUD,"Shive, Pune, Maharashtra"
Store 23,23,8577,3,SUSPECTED_FRAUD,"Jagadambigainagar, Tiruvallur, Tamil Nadu"
Store 23,23,2011,4,COMPLETE,"Hathidra, Banaskantha, Gujarat"
Store 23,23,4351,4,ON_HOLD,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 23,23,8687,4,CLOSED,"TVSLSL HUB,AHMEDABAD,GUJARAT"
Store 23,23,400,2,COMPLETE,"Kataganj, Nadia, West Bengal"
Store 23,23,400,2,COMPLETE,"NITIE, Mumbai, Maharashtra"
Store 23,23,554,3,CLOSED,"Nizamabad, Telangana, India"
Store 23,23,8746,3,PROCESSING,"Gholkunda, Bankura, West Bengal"
Store 23,23,5019,3,CLOSED,"Rayapudupakkam, Villupuram, Tamil Nadu"
Store 23,23,4351,6,PENDING,"Nanajipur, Rangareddy, Telangana"
Store 23,23,5019,4,CLOSED,"Kamarajnagar, Tiruvallur, Tamil Nadu"
Store 23,23,463,2,PENDING_PAYMENT,"Sirohi, Jaipur, Rajasthan"
Store 23,23,1977,2,COMPLETE,"Bangalore International Airport, Bangalore, Karnataka"
Store 23,23,9016,4,CLOSED,"Jharkhand, India"
Store 23,23,5019,4,PENDING_PAYMENT,"Enamadala, Guntur, Andhra Pradesh"
Store 23,23,5019,4,PENDING_PAYMENT,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 23,23,354,3,PROCESSING,"Singaperumalkoil, Kanchipuram, Tamil Nadu"
Store 23,23,2011,4,COMPLETE,"Shive, Pune, Maharashtra"
Store 23,23,463,3,CLOSED,"Kamarajnagar, Tiruvallur, Tamil Nadu"
Store 23,23,400,4,CLOSED,"Kothamangalam, Kerala, India"
Store 23,23,8577,3,PENDING_PAYMENT,"Dabhsar, Ahmedabad, Gujarat"
Store 23,23,8687,4,COMPLETE,"ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA"
Store 23,23,8746,3,CLOSED,"Plassaikalan, Solan, Himachal Pradesh"
Store 23,23,400,3,PENDING,"Motera, Ahmedabad, Gujarat"
Store 23,23,554,3,COMPLETE,"Bangalore International Airport, Bangalore, Karnataka"
Store 23,23,463,2,COMPLETE,"Nizamabad, Telangana, India"
Store 23,23,4351,5,PENDING_PAYMENT,"Shive, Pune, Maharashtra"
Store 23,23,8746,4,PROCESSING,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU"
Store 23,23,463,3,CLOSED,"Bairia, Patna, Bihar"
Store 23,23,8687,2,COMPLETE,"Khorajnanoda, Ahmedabad, Gujarat"
Store 23,23,554,4,PENDING_PAYMENT,"Argama, Bharuch, Gujarat"
Store 2,2,5713,1,COMPLETE,"Adugodi, Bangalore, Karnataka"
Store 2,2,1934,2,COMPLETE,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU"
Store 2,2,1934,2,PENDING_PAYMENT,"Dumerjore, Sundergarh, Odisha"
